TIMESTAMP,BVP,ACC_X,ACC_Y,ACC_Z,TEMP,EDA,HR,IBI,Sleep_Stage,Obstructive_Apnea,Central_Apnea,Hypopnea,Multiple_Events
1.859375,0.1951,-0.1107,0.0645,1.0125,33.102,0.23847,73.28,0.8239,W,0,0,0,0
1.875000,0.1915,-0.1099,0.0635,1.0128,33.102,0.23836,73.26,0.8237,W,0,0,0,0
1.890625,0.1856,-0.1090,0.0625,1.0131,33.102,0.23825,73.23,0.8235,W,0,0,0,0
1.906250,0.1775,-0.1082,0.0615,1.0135,33.102,0.23814,73.21,0.8233,W,0,0,0,0
1.921875,0.1674,-0.1073,0.0605,1.0139,33.102,0.23803,73.19,0.8232,W,0,0,0,0
1.937500,0.1553,-0.1064,0.0595,1.0142,33.102,0.23792,73.16,0.8230,W,0,0,0,0
1.953125,0.1414,-0.1055,0.0584,1.0146,33.102,0.23780,73.14,0.8228,W,0,0,0,0
1.968750,0.1259,-0.1046,0.0574,1.0150,33.102,0.23769,73.11,0.8227,W,0,0,0,0
1.984375,0.1089,-0.1037,0.0564,1.0155,33.102,0.23757,73.09,0.8225,W,0,0,0,0
2.000000,0.0906,-0.1027,0.0554,1.0159,33.102,0.23745,73.06,0.8223,W,0,0,0,0
2.015625,0.0714,-0.1017,0.0543,1.0163,33.102,0.23733,73.04,0.8222,W,0,0,0,0
2.031250,0.0514,-0.1008,0.0533,1.0167,33.102,0.23721,73.01,0.8220,W,0,0,0,0
2.046875,0.0308,-0.0998,0.0522,1.0171,33.102,0.23709,72.99,0.8218,W,0,0,0,0
2.062500,0.0100,-0.0988,0.0512,1.0175,33.102,0.23697,72.96,0.8217,W,0,0,0,0
2.078125,-0.0108,-0.0978,0.0501,1.0179,33.102,0.23685,72.94,0.8215,W,0,0,0,0
2.093750,-0.0314,-0.0967,0.0490,1.0182,33.102,0.23672,72.91,0.8214,W,0,0,0,0
2.109375,-0.0515,-0.0957,0.0480,1.0186,33.102,0.23660,72.88,0.8212,W,0,0,0,0
2.125000,-0.0708,-0.0947,0.0469,1.0189,33.102,0.23648,72.86,0.8211,W,0,0,0,0
2.140625,-0.0892,-0.0936,0.0458,1.0192,33.102,0.23635,72.83,0.8210,W,0,0,0,0
2.156250,-0.1063,-0.0925,0.0448,1.0195,33.102,0.23622,72.81,0.8208,W,0,0,0,0
2.171875,-0.1220,-0.0914,0.0437,1.0198,33.102,0.23610,72.78,0.8207,W,0,0,0,0
2.187500,-0.1361,-0.0903,0.0426,1.0200,33.102,0.23597,72.75,0.8205,W,0,0,0,0
2.203125,-0.1484,-0.0892,0.0415,1.0202,33.102,0.23584,72.73,0.8204,W,0,0,0,0
2.218750,-0.1588,-0.0881,0.0404,1.0204,33.102,0.23572,72.70,0.8203,W,0,0,0,0
2.234375,-0.1671,-0.0870,0.0393,1.0206,33.102,0.23559,72.67,0.8202,W,0,0,0,0
2.250000,-0.1733,-0.0859,0.0382,1.0207,33.102,0.23546,72.64,0.8200,W,0,0,0,0
2.265625,-0.1772,-0.0847,0.0371,1.0208,33.102,0.23533,72.62,0.8199,W,0,0,0,0
2.281250,-0.1788,-0.0836,0.0360,1.0209,33.102,0.23521,72.59,0.8198,W,0,0,0,0
2.296875,-0.1782,-0.0824,0.0349,1.0209,33.102,0.23508,72.56,0.8197,W,0,0,0,0
2.312500,-0.1752,-0.0813,0.0338,1.0209,33.102,0.23495,72.54,0.8196,W,0,0,0,0
2.328125,-0.1701,-0.0801,0.0327,1.0209,33.102,0.23482,72.51,0.8195,W,0,0,0,0
2.343750,-0.1628,-0.0789,0.0316,1.0209,33.102,0.23470,72.48,0.8194,W,0,0,0,0
2.359375,-0.1534,-0.0777,0.0305,1.0208,33.102,0.23457,72.46,0.8193,W,0,0,0,0
2.375000,-0.1421,-0.0765,0.0294,1.0207,33.102,0.23444,72.43,0.8192,W,0,0,0,0
2.390625,-0.1290,-0.0753,0.0282,1.0206,33.102,0.23432,72.40,0.8191,W,0,0,0,0
2.406250,-0.1144,-0.0741,0.0271,1.0205,33.103,0.23419,72.38,0.8190,W,0,0,0,0
2.421875,-0.0983,-0.0729,0.0260,1.0204,33.103,0.23407,72.35,0.8189,W,0,0,0,0
2.437500,-0.0810,-0.0717,0.0249,1.0202,33.103,0.23394,72.32,0.8188,W,0,0,0,0
2.453125,-0.0628,-0.0705,0.0237,1.0200,33.103,0.23382,72.30,0.8188,W,0,0,0,0
2.468750,-0.0438,-0.0693,0.0226,1.0199,33.103,0.23369,72.27,0.8187,W,0,0,0,0
2.484375,-0.0244,-0.0680,0.0215,1.0197,33.103,0.23357,72.25,0.8186,W,0,0,0,0
2.500000,-0.0047,-0.0668,0.0203,1.0195,33.103,0.23345,72.22,0.8186,W,0,0,0,0
2.515625,0.0149,-0.0656,0.0192,1.0193,33.103,0.23333,72.19,0.8185,W,0,0,0,0
2.531250,0.0343,-0.0643,0.0181,1.0191,33.103,0.23321,72.17,0.8184,W,0,0,0,0
2.546875,0.0530,-0.0631,0.0169,1.0190,33.103,0.23309,72.14,0.8184,W,0,0,0,0
2.562500,0.0710,-0.0618,0.0158,1.0188,33.103,0.23297,72.12,0.8183,W,0,0,0,0
2.578125,0.0880,-0.0606,0.0146,1.0186,33.103,0.23286,72.09,0.8183,W,0,0,0,0
2.593750,0.1037,-0.0593,0.0135,1.0185,33.103,0.23274,72.07,0.8182,W,0,0,0,0
2.609375,0.1180,-0.0580,0.0124,1.0184,33.103,0.23262,72.05,0.8182,W,0,0,0,0
2.625000,0.1305,-0.0568,0.0112,1.0183,33.103,0.23251,72.02,0.8181,W,0,0,0,0
2.640625,0.1413,-0.0555,0.0101,1.0182,33.103,0.23240,72.00,0.8181,W,0,0,0,0
2.656250,0.1501,-0.0542,0.0089,1.0181,33.103,0.23229,71.97,0.8181,W,0,0,0,0
2.671875,0.1568,-0.0530,0.0078,1.0181,33.103,0.23218,71.95,0.8180,W,0,0,0,0
2.687500,0.1614,-0.0517,0.0066,1.0180,33.103,0.23207,71.93,0.8180,W,0,0,0,0
2.703125,0.1637,-0.0504,0.0055,1.0180,33.103,0.23197,71.91,0.8180,W,0,0,0,0
2.718750,0.1637,-0.0491,0.0043,1.0181,33.103,0.23186,71.88,0.8180,W,0,0,0,0
2.734375,0.1614,-0.0479,0.0032,1.0181,33.103,0.23176,71.86,0.8180,W,0,0,0,0
2.750000,0.1568,-0.0466,0.0020,1.0182,33.103,0.23166,71.84,0.8180,W,0,0,0,0
2.765625,0.1501,-0.0453,0.0009,1.0184,33.103,0.23156,71.82,0.8180,W,0,0,0,0
2.781250,0.1412,-0.0440,-0.0003,1.0185,33.103,0.23146,71.80,0.8180,W,0,0,0,0
2.796875,0.1302,-0.0427,-0.0014,1.0187,33.103,0.23136,71.78,0.8180,W,0,0,0,0
2.812500,0.1174,-0.0414,-0.0026,1.0189,33.103,0.23127,71.76,0.8180,W,0,0,0,0
2.828125,0.1028,-0.0401,-0.0037,1.0191,33.103,0.23118,71.74,0.8180,W,0,0,0,0
2.843750,0.0866,-0.0389,-0.0048,1.0194,33.103,0.23109,71.72,0.8180,W,0,0,0,0
2.859375,0.0691,-0.0376,-0.0060,1.0197,33.103,0.23100,71.70,0.8180,W,0,0,0,0
2.875000,0.0504,-0.0363,-0.0071,1.0200,33.103,0.23091,71.68,0.8180,W,0,0,0,0
2.890625,0.0308,-0.0350,-0.0083,1.0203,33.103,0.23083,71.66,0.8181,W,0,0,0,0
2.906250,0.0105,-0.0337,-0.0094,1.0206,33.103,0.23075,71.65,0.8181,W,0,0,0,0
2.921875,-0.0102,-0.0324,-0.0106,1.0210,33.103,0.23067,71.63,0.8181,W,0,0,0,0
2.937500,-0.0311,-0.0311,-0.0117,1.0214,33.103,0.23059,71.61,0.8182,W,0,0,0,0
2.953125,-0.0519,-0.0298,-0.0129,1.0217,33.103,0.23051,71.60,0.8182,W,0,0,0,0
2.968750,-0.0724,-0.0285,-0.0140,1.0221,33.103,0.23044,71.58,0.8182,W,0,0,0,0
2.984375,-0.0923,-0.0272,-0.0152,1.0225,33.103,0.23037,71.57,0.8183,W,0,0,0,0
3.000000,-0.1113,-0.0259,-0.0163,1.0229,33.103,0.23030,71.55,0.8183,W,0,0,0,0
3.015625,-0.1292,-0.0246,-0.0174,1.0233,33.103,0.23023,71.54,0.8184,W,0,0,0,0
3.031250,-0.1459,-0.0233,-0.0186,1.0237,33.103,0.23017,71.52,0.8184,W,0,0,0,0
3.046875,-0.1610,-0.0220,-0.0197,1.0241,33.103,0.23011,71.51,0.8185,W,0,0,0,0
3.062500,-0.1745,-0.0207,-0.0208,1.0245,33.103,0.23005,71.50,0.8186,W,0,0,0,0
3.078125,-0.1860,-0.0194,-0.0220,1.0249,33.103,0.22999,71.49,0.8186,W,0,0,0,0
3.093750,-0.1956,-0.0181,-0.0231,1.0252,33.103,0.22994,71.47,0.8187,W,0,0,0,0
3.109375,-0.2031,-0.0168,-0.0242,1.0255,33.103,0.22989,71.46,0.8188,W,0,0,0,0
3.125000,-0.2084,-0.0155,-0.0254,1.0259,33.103,0.22984,71.45,0.8189,W,0,0,0,0
3.140625,-0.2114,-0.0142,-0.0265,1.0262,33.103,0.22979,71.44,0.8190,W,0,0,0,0
3.156250,-0.2121,-0.0129,-0.0276,1.0264,33.103,0.22975,71.43,0.8190,W,0,0,0,0
3.171875,-0.2105,-0.0116,-0.0287,1.0267,33.103,0.22971,71.42,0.8191,W,0,0,0,0
3.187500,-0.2066,-0.0103,-0.0299,1.0269,33.103,0.22967,71.42,0.8192,W,0,0,0,0
3.203125,-0.2005,-0.0090,-0.0310,1.0271,33.103,0.22963,71.41,0.8193,W,0,0,0,0
3.218750,-0.1922,-0.0077,-0.0321,1.0273,33.103,0.22960,71.40,0.8194,W,0,0,0,0
3.234375,-0.1819,-0.0063,-0.0332,1.0274,33.103,0.22957,71.39,0.8195,W,0,0,0,0
3.250000,-0.1698,-0.0050,-0.0343,1.0275,33.103,0.22954,71.39,0.8196,W,0,0,0,0
3.265625,-0.1559,-0.0037,-0.0354,1.0276,33.103,0.22951,71.38,0.8197,W,0,0,0,0
3.281250,-0.1404,-0.0024,-0.0365,1.0277,33.103,0.22949,71.38,0.8198,W,0,0,0,0
3.296875,-0.1235,-0.0011,-0.0376,1.0277,33.103,0.22947,71.37,0.8200,W,0,0,0,0
3.312500,-0.1056,0.0002,-0.0387,1.0277,33.103,0.22946,71.37,0.8201,W,0,0,0,0
3.328125,-0.0867,0.0015,-0.0398,1.0277,33.103,0.22944,71.37,0.8202,W,0,0,0,0
3.343750,-0.0672,0.0029,-0.0409,1.0276,33.103,0.22943,71.36,0.8203,W,0,0,0,0
3.359375,-0.0472,0.0042,-0.0420,1.0276,33.103,0.22942,71.36,0.8205,W,0,0,0,0
3.375000,-0.0271,0.0055,-0.0431,1.0274,33.103,0.22942,71.36,0.8206,W,0,0,0,0
3.390625,-0.0071,0.0068,-0.0442,1.0273,33.103,0.22941,71.36,0.8207,W,0,0,0,0
3.406250,0.0125,0.0081,-0.0452,1.0272,33.103,0.22941,71.36,0.8209,W,0,0,0,0
3.421875,0.0315,0.0095,-0.0463,1.0270,33.103,0.22942,71.36,0.8210,W,0,0,0,0
3.437500,0.0497,0.0108,-0.0474,1.0269,33.103,0.22942,71.36,0.8211,W,0,0,0,0
3.453125,0.0668,0.0121,-0.0484,1.0267,33.103,0.22943,71.36,0.8213,W,0,0,0,0
3.468750,0.0826,0.0134,-0.0495,1.0265,33.103,0.22944,71.36,0.8214,W,0,0,0,0
3.484375,0.0968,0.0148,-0.0506,1.0263,33.103,0.22946,71.37,0.8216,W,0,0,0,0
3.500000,0.1094,0.0161,-0.0516,1.0261,33.104,0.22947,71.37,0.8217,W,0,0,0,0
3.515625,0.1202,0.0174,-0.0527,1.0259,33.104,0.22949,71.37,0.8219,W,0,0,0,0
3.531250,0.1289,0.0188,-0.0537,1.0257,33.104,0.22951,71.38,0.8221,W,0,0,0,0
3.546875,0.1355,0.0201,-0.0548,1.0255,33.104,0.22954,71.38,0.8222,W,0,0,0,0
3.562500,0.1400,0.0214,-0.0558,1.0253,33.104,0.22957,71.39,0.8224,W,0,0,0,0
3.578125,0.1422,0.0228,-0.0568,1.0252,33.104,0.22960,71.39,0.8225,W,0,0,0,0
3.593750,0.1422,0.0241,-0.0579,1.0250,33.104,0.22963,71.40,0.8227,W,0,0,0,0
3.609375,0.1399,0.0254,-0.0589,1.0248,33.104,0.22967,71.41,0.8229,W,0,0,0,0
3.625000,0.1353,0.0268,-0.0599,1.0247,33.104,0.22971,71.41,0.8231,W,0,0,0,0
3.640625,0.1286,0.0281,-0.0609,1.0246,33.104,0.22975,71.42,0.8232,W,0,0,0,0
3.656250,0.1198,0.0295,-0.0620,1.0245,33.104,0.22979,71.43,0.8234,W,0,0,0,0
3.671875,0.1090,0.0308,-0.0630,1.0245,33.104,0.22984,71.44,0.8236,W,0,0,0,0
3.687500,0.0964,0.0321,-0.0640,1.0244,33.104,0.22989,71.45,0.8238,W,0,0,0,0
3.703125,0.0821,0.0335,-0.0650,1.0244,33.104,0.22994,71.46,0.8239,W,0,0,0,0
3.718750,0.0664,0.0348,-0.0660,1.0245,33.104,0.22999,71.47,0.8241,W,0,0,0,0
3.734375,0.0494,0.0361,-0.0669,1.0245,33.104,0.23005,71.48,0.8243,W,0,0,0,0
3.750000,0.0313,0.0375,-0.0679,1.0246,33.104,0.23011,71.50,0.8245,W,0,0,0,0
3.765625,0.0123,0.0388,-0.0689,1.0247,33.104,0.23017,71.51,0.8247,W,0,0,0,0
3.781250,-0.0071,0.0402,-0.0699,1.0248,33.104,0.23024,71.52,0.8249,W,0,0,0,0
3.796875,-0.0270,0.0415,-0.0708,1.0250,33.104,0.23030,71.53,0.8251,W,0,0,0,0
3.812500,-0.0468,0.0428,-0.0718,1.0252,33.104,0.23037,71.55,0.8253,W,0,0,0,0
3.828125,-0.0665,0.0442,-0.0728,1.0254,33.104,0.23044,71.56,0.8255,W,0,0,0,0
3.843750,-0.0858,0.0455,-0.0737,1.0256,33.104,0.23052,71.58,0.8257,W,0,0,0,0
3.859375,-0.1043,0.0468,-0.0746,1.0259,33.104,0.23059,71.59,0.8259,W,0,0,0,0
3.875000,-0.1219,0.0482,-0.0756,1.0262,33.104,0.23067,71.61,0.8261,W,0,0,0,0
3.890625,-0.1384,0.0495,-0.0765,1.0265,33.104,0.23075,71.63,0.8263,W,0,0,0,0
3.906250,-0.1534,0.0508,-0.0774,1.0268,33.104,0.23084,71.64,0.8265,W,0,0,0,0
3.921875,-0.1669,0.0521,-0.0784,1.0271,33.104,0.23092,71.66,0.8267,W,0,0,0,0
3.937500,-0.1786,0.0535,-0.0793,1.0275,33.104,0.23101,71.68,0.8269,W,0,0,0,0
